type,10,20,40,80,160,320,640,1280,
no-match,0.00707888603210449,0.00317502021789551,0.00494194030761719,0.0118968486785889,0.0569839477539062,0.110677003860474,1.45962500572205,3.02284216880798,
match,0.0143308639526367,0.0341610908508301,0.0144429206848145,0.036984920501709,0.239212989807129,2.02733993530273,15.1023230552673,96.4867260456085,
